0:6,02:5,11:False
0,4342812:1:0
0,4530948:1:1
3,55667:5,19:8,28:False
3,563752:5,4:8,28:False
3,572837:5,66:8,3:False
3,58205:5,87:8,3:False
3,588774:6,04:8,3:False
3,595365:6,17:8,3:False
3,602718:6,34:8,3:False
3,610787:6,51:8,3:False
3,620045:6,6:8,28:True
3,628926:6,62:8,23:True
3,644564:6,66:8,23:True
3,652733:6,69:8,21:True
3,664924:6,69:8,17:True
3,672127:6,73:8,1:True
3,677957:6,77:8,06:True
3,685274:6,81:7,95:True
3,693436:6,9:7,85:True
3,702848:7,03:7,65:True
3,710918:7,11:7,53:True
3,717448:7,2:7,42:True
3,724036:7,31:7,27:True
3,731748:7,35:7,16:True
3,740629:7,54:6,93:False
3,749671:7,69:6,65:False
3,757463:7,78:6,5:False
3,768658:7,95:6,22:False
3,778957:8,06:5,98:False
3,797674:8,18:5,64:False
3,809086:8,25:5,49:True
3,815594:8,25:5,43:True
3,822281:8,27:5,36:True
3,830777:8,31:5,3:True
3,844028:8,33:5,28:True
3,851132:8,33:5,26:True
3,856006:8,33:5,21:True
3,862894:8,36:5,19:True
3,869628:8,36:5,15:True
3,876033:8,4:5,13:True
3,882373:8,4:5,06:True
3,889195:8,42:5:True
3,895275:8,42:4,94:True
3,902311:8,46:4,83:True
3,912047:8,53:4,64:True
3,922804:8,57:4,36:True
3,933082:8,61:4,08:False
3,943349:8,61:3,8:False
3,955566:8,63:3,39:False
3,966072:8,63:3,12:False
3,978786:8,57:2,8:False
3,986159:8,53:2,62:False
3,994374:8,44:2,39:False
4,003536:8,38:2,17:True
4,012546:8,31:2,02:True
4,019608:8,29:1,94:True
4,033099:8,29:1,83:True
4,04028:8,29:1,81:True
4,118971:8,29:1,81:False
4,158888:8,29:1,85:False
4,164975:8,29:1,92:False
4,171302:8,29:1,94:False
4,181715:8,29:2,02:False
4,188785:8,33:2,13:False
4,196197:8,36:2,17:False
4,204274:8,36:2,3:False
4,212565:8,4:2,43:False
4,219476:8,4:2,52:False
4,225709:8,4:2,6:False
4,233821:8,42:2,73:False
4,251146:8,42:3,03:False
4,261487:8,42:3,22:False
4,274494:8,42:3,52:False
4,281376:8,38:3,67:False
4,296351:8,31:3,97:False
4,306182:8,29:4,1:False
4,319996:8,29:4,19:True
4,341139:8,29:4,23:True
4,392141:8,29:4,25:True
4,398073:8,29:4,32:True
4,404978:8,29:4,38:True
4,414742:8,29:4,51:True
4,425113:8,27:4,66:True
4,434227:8,23:4,83:True
4,443118:8,16:5,02:False
4,456493:8,08:5,3:False
4,463541:7,99:5,45:False
4,471294:7,93:5,64:False
4,4782:7,84:5,79:False
4,485411:7,73:5,94:False
4,493473:7,63:6,11:False
4,499309:7,5:6,26:False
4,52769:6,96:6,82:False
4,538457:6,86:6,95:False
4,545436:6,73:7,01:False
4,552275:6,66:7,08:False
4,559133:6,58:7,14:False
4,567939:6,51:7,16:False
4,575119:6,47:7,18:False
4,582181:6,45:7,18:True
4,688118:6,45:7,18:False
4,771655:6,43:7,23:False
4,781654:6,39:7,25:False
4,796816:6,24:7,33:False
4,803452:6,15:7,38:False
4,810632:6,02:7,44:False
4,816339:5,94:7,46:False
4,824145:5,81:7,53:False
4,838805:5,47:7,59:False
4,844839:5,36:7,61:False
4,853767:5,14:7,65:False
4,85922:5,08:7,65:False
4,865488:4,93:7,68:False
4,87417:4,76:7,72:False
4,881729:4,65:7,74:False
4,89128:4,55:7,76:False
4,896468:4,52:7,76:False
4,901918:4,5:7,8:False
4,945956:4,5:7,83:False
4,951155:4,5:7,87:False
4,957692:4,59:7,91:False
4,9657:4,72:7,98:False
4,973573:4,99:8,1:False
4,980622:5,21:8,19:False
5,031967:7,2:9,05:False
5,041617:7,33:9,13:True
5,1748:7,33:9,13:False
5,185542:7,35:9,09:False
5,20025:7,39:8,85:False
5,211471:7,48:8,6:False
5,216856:7,54:8,49:False
5,229294:7,71:8,1:False
5,243962:8,1:7,44:False
5,268718:9,06:5,96:False
5,275182:9,7:5,11:False
5,281221:10,07:4,68:False
5,29221:10,8:3,8:False
5,306517:11,63:2,92:False
5,313204:11,95:2,54:False
5,320714:12,21:2,28:False
5,327204:12,32:2,17:False
5,337491:12,47:1,98:True
5,349344:12,57:1,9:True
5,358617:12,57:1,87:True
5,484112:12,57:1,87:False
5,603274:12,57:1,83:False
5,608788:12,55:1,81:False
5,613644:12,53:1,81:False
5,619155:12,49:1,77:False
5,625207:12,47:1,75:False
5,632429:12,4:1,7:False
5,639482:12,34:1,68:False
5,648746:12,25:1,68:False
5,656312:12,19:1,66:False
5,663554:12,12:1,66:False
5,671378:12,04:1,62:False
5,678034:11,97:1,62:False
5,68442:11,89:1,6:False
5,690383:11,82:1,6:False
5,695219:11,76:1,55:False
5,700662:11,67:1,55:False
5,70631:11,61:1,53:False
5,712101:11,52:1,53:False
5,72066:11,44:1,49:False
5,727362:11,33:1,47:False
5,733994:11,29:1,45:False
5,742585:11,16:1,4:False
5,750237:11,1:1,38:False
5,755593:11,03:1,38:False
5,761024:10,97:1,34:False
5,766671:10,92:1,32:False
5,77241:10,86:1,32:False
5,778024:10,8:1,3:False
5,783125:10,75:1,3:False
5,788729:10,71:1,25:False
5,794182:10,67:1,25:False
5,809622:10,58:1,25:False
5,817048:10,54:1,25:False
5,918009:10,52:1,25:False
5,941294:10,5:1,25:False
5,951211:10,45:1,25:False
5,96467:10,39:1,25:False
5,974982:10,37:1,25:False
5,979388:10,35:1,28:False
5,985101:10,3:1,28:False
5,993422:10,28:1,3:False
5,99914:10,24:1,3:False
6,006363:10,17:1,32:False
6,012122:10,13:1,36:False
6,018427:10,09:1,36:False
6,024791:10,03:1,38:False
6,031235:9,96:1,43:False
6,036824:9,94:1,43:False
6,042966:9,88:1,45:False
